시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,제목,문화종류,공연 시작일,공연 마지막일,연령,시간,인터미션,출연진,최종작성일
김천문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,김천시,삼락동,,500-1 번지,운동장길,3 번,36.13824055,128.088634,39524,경상북도 김천시 운동장길 3,경상북도 김천시 삼락동 500-1 김천문화예술회관,홀쭉이 뚱뚱이 땅땅이 - 김천,연극,2015-07-24,2015-07-25,전체관람가,70분,정보없음,정보없음,2022-11-30
김천시립문화회관,전시/공연,영화/연극/공연,독립극장,경상북도,김천시,남산동,,3-1 번지,김천로,200 번,36.1187435,128.1221108,39596,경상북도 김천시 김천로 200,경상북도 김천시 남산동 3-1 김천시립문화회관,공룡 애니멀 쇼 - 김천,어린이/가족,2019-08-10,2019-08-10,전체관람가,55분,정보없음,정보없음,2022-11-30
김천시립문화회관,전시/공연,영화/연극/공연,독립극장,경상북도,김천시,남산동,,3-1 번지,김천로,200 번,36.1187435,128.1221108,39596,경상북도 김천시 김천로 200,경상북도 김천시 남산동 3-1 김천시립문화회관,인간대포쇼 - 김천,연극,2016-07-28,2016-07-28,만 14세이상,70분,정보없음,"원경식, 박선애(박별), 조용의, 최주연",2022-11-30
문희아트홀,전시/공연,영화/연극/공연,독립극장,경상북도,문경시,점촌동,,118-1 번지,신흥로,103 번,36.59127896,128.1980862,36948,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,빨간모자와 늑대아저씨 외1편 개미와 베짱이 - 문경,어린이/가족,2019-01-27,2019-01-27,전체관람가,50분,정보없음,정보없음,2022-11-30
문희아트홀,전시/공연,영화/연극/공연,독립극장,경상북도,문경시,점촌동,,118-1 번지,신흥로,103 번,36.59127896,128.1980862,36948,경상북도 문경시 신흥로 103,경상북도 문경시 점촌동 118-1,아기돼지삼형제 외 1편 애벌레의 여행 - 문경,어린이/가족,2018-06-09,2018-06-09,전체관람가,50분,정보없음,정보없음,2022-11-30
심산기념관 아트홀,전시/공연,영화/연극/공연,독립극장,경상북도,성주군,성주읍,경산리,285-1 번지,심산로,99 번,35.91884746,128.2827338,40022,경상북도 성주군 성주읍 심산로 99,경상북도 성주군 성주읍 경산리 285-1,2019 서리풀 악동 문화공연,어린이/가족,2019-12-26,2019-12-26,24개월이상,50분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,그놈은 예뻤다 - 안동,연극,2019-12-20,2019-12-21,초등학생이상 관람가,80분,정보없음,정태호,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,김점례 할매의 이름찾기 운동 - 안동,연극,2017-11-29,2017-11-29,만 7세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,김점례할매의 이름찾기 운동 - 안동,연극,2017-03-18,2017-03-18,만 5세이상,70분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,단편 소설 극장 - 안동,연극,2017-03-24,2017-03-25,만 13세이상,80분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,달래이야기 - 안동,어린이/가족,2019-06-14,2019-06-15,만 6세이상,80분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,뚜비 메가파워 - 안동,어린이/가족,2016-08-04,2016-08-04,초등학생이상 관람가,50분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,라이어 2탄 - 안동,연극,2017-01-20,2017-01-21,만 13세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,라이어 3탄 - 안동,연극,2018-02-23,2018-02-24,만 13세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,만리향 - 안동,연극,2019-09-28,2019-09-28,8세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,모두 잘 지냅니다 - 안동,연극,2019-02-20,2019-02-20,48개월이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,배타고 놀자 - 안동,연극,2015-12-18,2015-12-20,만 13세이상,60분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,사도세자 이선 - 안동,연극,2017-12-13,2017-12-14,만 7세이상,,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,사랑해요 당신 - 안동,연극,2017-08-26,2017-08-26,만 7세이상,90분,정보없음,"장용, 오미연, 김동규, 오승준",2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,"안녕, 도깨비 - 안동",어린이/가족,2019-02-22,2019-02-23,24개월이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,"연이, 혼자 남더라도 그대를 기다리겠소 - 안동",연극,2019-06-01,2019-06-02,만 13세이상,60분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,염쟁이 유씨 - 안동,연극,2019-11-09,2019-11-09,중학생이상 관람가,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,오백에 삼십 - 안동,연극,2017-04-28,2017-04-29,만 13세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,옥탑방 고양이 - 안동,연극,2017-12-22,2017-12-23,만 13세이상,90분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,우리달라 - 안동,어린이/가족,2016-11-15,2016-11-16,36개월이상,50분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,우산도둑 - 안동,연극,2019-10-01,2019-10-01,48개월이상,50분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,원 파인 데이 - 안동,연극,2016-11-25,2016-11-26,만 13세이상,80분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,잠자는 숲속의 공주 - 안동,어린이/가족,2015-11-17,2015-11-20,초등학생이상 관람가,50분,정보없음,정보없음,2022-11-30
안동문화예술의전당 백조홀,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,안흥동,,373-4 번지,축제장길,66 번,36.55940953,128.7250766,36708,경상북도 안동시 축제장길 66,경상북도 안동시 안흥동 373-4 안동문화예술의전당,행복한 늑대 - 안동,어린이/가족,2019-07-04,2019-07-04,24개월이상,50분,정보없음,정보없음,2022-11-30
안동시민회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,명륜동,,344 번지,퇴계로,115 번,36.5681878,128.7302605,36691,경상북도 안동시 퇴계로 115,경상북도 안동시 명륜동 344 안동시청,공룡 애니멀 쇼 - 안동,어린이/가족,2019-03-31,2019-03-31,전체관람가,50분,정보없음,정보없음,2022-11-30
안동시민회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,명륜동,,344 번지,퇴계로,115 번,36.5681878,128.7302605,36691,경상북도 안동시 퇴계로 115,경상북도 안동시 명륜동 344 안동시청,공룡 애니멀 쇼 - 안동,어린이/가족,2019-08-03,2019-08-03,전체관람가,55분,정보없음,정보없음,2022-11-30
안동시민회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,명륜동,,344 번지,퇴계로,115 번,36.5681878,128.7302605,36691,경상북도 안동시 퇴계로 115,경상북도 안동시 명륜동 344 안동시청,빨간모자와 늑대아저씨 외1편 개미와 베짱이 - 안동,어린이/가족,2019-03-16,2019-03-16,전체관람가,50분,정보없음,정보없음,2022-11-30
안동시민회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,안동시,명륜동,,344 번지,퇴계로,115 번,36.5681878,128.7302605,36691,경상북도 안동시 퇴계로 115,경상북도 안동시 명륜동 344 안동시청,아기돼지삼형제 외 1편 애벌레의 여행 - 안동,어린이/가족,2018-06-24,2018-06-24,전체관람가,50분,정보없음,정보없음,2022-11-30
영주아트파크 까치홀 (영주문화예술회관),전시/공연,영화/연극/공연,독립극장,경상북도,영주시,가흥동,,385-4 번지,가흥로,257 번,36.8198138,128.6128345,36134,경상북도 영주시 가흥로 257,경상북도 영주시 가흥동 385-4 아트파크,공룡 애니멀 쇼 - 영주,어린이/가족,2019-03-30,2019-03-30,전체관람가,50분,정보없음,정보없음,2022-11-30
영주아트파크 까치홀 (영주문화예술회관),전시/공연,영화/연극/공연,독립극장,경상북도,영주시,가흥동,,385-4 번지,가흥로,257 번,36.8198138,128.6128345,36134,경상북도 영주시 가흥로 257,경상북도 영주시 가흥동 385-4 아트파크,벽속의 요정 - 영주,연극,2016-06-25,2016-06-25,만 7세이상,100분,정보없음,김성녀,2022-11-30
예천문화회관,전시/공연,영화/연극/공연,독립극장,경상북도,예천군,예천읍,서본리,240 번지,충효로,209-15 번,36.65124804,128.4464765,36827,경상북도 예천군 예천읍 충효로 209-15,경상북도 예천군 예천읍 서본리 240 예천군문화회관,빨간모자와 늑대아저씨 외1편 개미와 베짱이 - 예천,어린이/가족,2019-02-16,2019-02-16,전체관람가,50분,정보없음,정보없음,2022-11-30
예천문화회관,전시/공연,영화/연극/공연,독립극장,경상북도,예천군,예천읍,서본리,240 번지,충효로,209-15 번,36.65124804,128.4464765,36827,경상북도 예천군 예천읍 충효로 209-15,경상북도 예천군 예천읍 서본리 240 예천군문화회관,아기돼지삼형제 외1편 애벌레의 여행 - 예천,어린이/가족,2018-07-14,2018-07-14,전체관람가,55분,정보없음,정보없음,2022-11-30
예천문화회관,전시/공연,영화/연극/공연,독립극장,경상북도,예천군,예천읍,서본리,240 번지,충효로,209-15 번,36.65124804,128.4464765,36827,경상북도 예천군 예천읍 충효로 209-15,경상북도 예천군 예천읍 서본리 240 예천군문화회관,해님달님 이야기 외1편 곰돌이의 아프리카 여행 - 예천,어린이/가족,2018-09-15,2018-09-15,전체관람가,50분,정보없음,정보없음,2022-11-30
울진문화예술회관,전시/공연,영화/연극/공연,독립극장,경상북도,울진군,후포면,삼율리,3-1 번지,후포삼율로,194-14 번,36.68716707,129.4437742,36369,경상북도 울진군 후포면 후포삼율로 194-14,경상북도 울진군 후포면 삼율리 3-1 울진문화예술회관,신기방기 벌룬 매직쇼 - 울진,어린이/가족,2017-12-16,2017-12-16,전체관람가,60분,정보없음,정보없음,2022-11-30
울진청소년수련관,전시/공연,영화/연극/공연,독립극장,경상북도,울진군,울진읍,연지리,754-8 번지,대나리항길,2 번,36.99720183,129.4093606,36324,경상북도 울진군 울진읍 대나리항길 2,경상북도 울진군 울진읍 연지리 754-8 울진군 청소년 수련관,여보 나도 할말있어 - 울진,연극,2015-03-25,2015-03-25,만 15세이상,,정보없음,정보없음,2022-11-30
천마아트센터 챔버홀,전시/공연,영화/연극/공연,독립극장,경상북도,경산시,대동,,214-1 번지,대학로,280 번,35.83049163,128.7521801,38541,경상북도 경산시 대학로 280,경상북도 경산시 대동 214-1 영남대학교,라이어 1탄 - 대구,연극,2016-05-21,2016-05-22,만 12세이상,100분,정보없음,"장지훈, 최상우, 김소민, 장설진, 김원식, 김권, 강태웅",2022-11-30
철가방극장,전시/공연,영화/연극/공연,독립극장,경상북도,청도군,풍각면,성곡리,751 번지,봉수길,420 번,35.65846912,128.5817123,38306,경상북도 청도군 풍각면 봉수길 420,경상북도 청도군 풍각면 성곡리 751,전유성의 코미디 시장 - 청도,연극,2011-08-19,2018-04-29,만 6세이상,,정보없음,정보없음,2022-11-30
파피루스 소극장,전시/공연,영화/연극/공연,독립극장,경상북도,구미시,원평동,,339-11 번지,문화로,51 번,36.12786033,128.3368161,39225,경상북도 구미시 문화로 51,경상북도 구미시 원평동 339-11,귀싸대기를 쳐라 - 구미,연극,2015-04-22,2015-05-03,만 7세이상,80분,정보없음,정보없음,2022-11-30
포항 자유소극장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,442-15 번지,중앙로,308 번,36.04008975,129.3666559,37736,경상북도 포항시 북구 중앙로 308,경상북도 포항시 북구 상원동 442-15,150억 광년에서 - 포항,연극,2017-08-11,2017-08-11,만 12세이상,50분,정보없음,"성지하, 이혜진",2022-11-30
포항 자유소극장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,442-15 번지,중앙로,308 번,36.04008975,129.3666559,37736,경상북도 포항시 북구 중앙로 308,경상북도 포항시 북구 상원동 442-15,느릅나무 밑의 욕망 - 포항,연극,2017-08-07,2017-08-08,만 19세이상,80분,정보없음,정보없음,2022-11-30
포항문화예술회관 대공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,공룡 애니멀 쇼 - 포항,어린이/가족,2019-09-08,2019-09-08,전체관람가,55분,정보없음,정보없음,2022-11-30
포항문화예술회관 대공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,늘근도둑 이야기 - 포항,연극,2016-04-29,2016-04-30,만 13세이상,100분,정보없음,"노진원, 박철민, 민성욱, 이호연",2022-11-30
포항문화예술회관 대공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,택시 드리벌 - 포항,연극,2016-12-10,2016-12-10,만 13세이상,110분,정보없음,"강성진, 조가비, 김동현, 김수로, 장격수, 박진, 임종완, 최연동, 조훈, 안두호, 김사울, 서지예, 노수아",2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,공룡 애니멀 쇼 - 포항,어린이/가족,2019-05-04,2019-05-04,전체관람가,50분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,달동네 - 포항,연극,2019-05-17,2019-05-19,만 7세이상,100분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,러브 액츄얼리 - 포항,연극,2016-06-24,2016-06-25,만 12세이상,90분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,러브 액츄얼리 - 포항,연극,2016-12-23,2016-12-25,만 9세이상,90분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,러브 액츄얼리 - 포항,연극,2018-12-21,2018-12-25,만 13세이상,100분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,러브액츄얼리 - 포항,연극,2017-12-22,2017-12-25,만 13세이상,90분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,이프 온리 - 포항,연극,2017-07-14,2017-07-16,만 10세이상,90분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,크레이지 투 - 포항,연극,2018-05-25,2018-05-27,만 12세이상,100분,정보없음,정보없음,2022-11-30
포항문화예술회관 소공연장,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대도동,,303-1 번지,희망대로,850 번,36.00961185,129.3660209,37832,경상북도 포항시 남구 희망대로 850,경상북도 포항시 남구 대도동 303-1 문화예술회관,택시 안에서 - 포항,연극,2018-12-01,2018-12-02,만 12세이상,100분,정보없음,정보없음,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,분장실 - 포항,연극,2017-08-05,2017-08-05,만 8세이상,75분,정보없음,정보없음,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,빨간피터의 고백 - 포항,연극,2017-12-07,2018-01-07,만 15세이상,85분,정보없음,백진기,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,세례명 클라미디아 - 포항,연극,2017-08-10,2017-08-12,만 12세이상,60분,정보없음,정보없음,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,셜록홈즈 - 포항,연극,2017-03-24,2017-04-23,만 7세이상,90분,정보없음,"임종철, 황성빈, 윤세근, 천소라, 이종서, 장예슬",2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,알파치노 카푸치노 - 포항,연극,2017-08-09,2017-08-09,만 13세이상,80분,정보없음,정보없음,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,위기의 여자 - 포항,연극,2017-08-07,2017-08-07,만 15세이상,90분,정보없음,정보없음,2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,친정엄마랑 - 포항,연극,2018-12-14,2019-01-06,만 7세이상,90분,정보없음,"김용현, 이유영",2022-11-30
포항백시어터,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,상원동,,448-17 번지,중앙로,292-1 번,36.03878893,129.3662394,37736,경상북도 포항시 북구 중앙로 292-1,경상북도 포항시 북구 상원동 448-17,필경사바틀비 - 포항,연극,2017-08-06,2017-08-06,만 8세이상,60분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,꿈 도둑 아저씨 - 포항,연극,2018-08-30,2018-09-02,전체관람가,100분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,내 친구 송아지 - 포항,어린이/가족,2019-12-07,2019-12-07,48개월이상,55분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,번개맨 라이브 - 포항,어린이/가족,2019-09-07,2019-09-08,24개월이상,50분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,사랑해요 당신 - 포항,연극,2018-12-29,2018-12-29,만 14세이상,100분,정보없음,"장용, 오미연, 송형은, 김신우, 문고운",2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,염쟁이 유씨 - 포항,연극,2017-08-19,2017-08-19,만 7세이상,90분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,임팔라의 밤은 길다 - 포항,연극,2017-08-11,2017-08-11,만 15세이상,90분,정보없음,민상철,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,작가를 찾는 6인의 인물들 - 포항,연극,2017-08-12,2017-08-12,만 15세이상,70분,정보없음,정보없음,2022-11-30
포항시청 문화동 대잠홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 남구,대잠동,,1001 번지,시청로,1 번,36.01872882,129.3438886,37683,경상북도 포항시 남구 시청로 1,경상북도 포항시 남구 대잠동 1001 포항시청,토끼전 - 포항,연극,2019-07-13,2019-07-13,36개월이상,60분,정보없음,정보없음,2022-11-30
포항중앙아트홀,전시/공연,영화/연극/공연,독립극장,경상북도,포항시 북구,덕산동,,113-12 번지,서동로,83 번,36.0409627,129.3673229,37728,경상북도 포항시 북구 서동로 83,경상북도 포항시 북구 덕산동 113-12 포항시립 중앙아트홀,노틀담 드 파리 - 포항,연극,2017-08-04,2017-08-04,만 12세이상,100분,정보없음,정보없음,2022-11-30
